Player,Picks Taken Per Game,Picks Set Per Game,Minutes (Total),SSI Player ID
MarJon Beauchamp,12.583,3.042,756,a17b838f-efcd-4d85-adab-39e05d579e13
Oscar Tshiebwe,0.000,22.955,535,9234048a-d7a7-4f77-8d48-3b95b6365ae0
Jalen Bridges,2.320,4.020,1418,1c7e1fdd-3a9d-4509-b079-a329c993e9d4
Cam Young,0.769,2.000,186,f61521e8-e7f3-4526-a0fa-efedc3c820ca
Taylor Funk,1.366,5.390,939,951413b1-0a17-4edf-841a-5ca7b9a2c275
Mohamed Diawara,5.667,2.000,66,cb172f69-5e77-4552-a43b-b2993cb7f689
Ileri Ayo-Faleye,0.000,0.500,20,8419ad0c-1d1b-41ad-a04b-4d8bd3aff0a0
Skal Labissiere,0.708,23.938,1325,0943dbc8-178e-4cab-97d6-3f31747698ab
John Butler Jr.,0.149,13.979,1192,16110c22-e5e0-4925-94a9-959285132aeb
Carter Bryant,2.000,3.000,25,18dc7187-8fc5-47bf-9779-e7a7694c498c
Tyrese Martin,13.333,4.667,101,1d3ff68e-d714-4f70-b952-02cf2252e990
Brian Taylor,0.480,1.720,375,ef62751a-0816-46fa-9160-054ef9ec64e4
Warith Alatishe,0.023,10.318,601,ef3f7448-40b8-4701-8feb-456aaa4d1c6e
Bobi Klintman,2.300,3.200,674,61c18542-cf37-49c7-b486-337bb809d326
Isaiah Hawthorne,0.423,2.769,275,e186218b-ea58-4542-af85-ac121949c255
Zach Freemantle,0.180,18.260,1195,aaa72835-bf87-4903-8432-953c82e91876
Trayce Jackson-Davis,0.333,24.667,80,1991b894-8a5e-4744-a72d-9bd7cb7663c3
DaRon Holmes II,0.955,23.000,658,33ee598f-dbec-467d-982c-9722af3b3261
Enrique Freeman,0.825,18.650,1166,f838df3f-72c5-4cf1-a555-7182e3dccd13
Andrew Carr,0.367,12.306,1076,d2f39898-17d1-4d74-bfca-1719672b051a
Tyler Polley,0.143,2.714,665,e48e99e8-0b78-493c-9d6f-15b65e7869c6
Will Riley,19.500,2.500,108,3fb6c927-c443-46a9-aecb-1105dfb05233
Jaylin Williams,0.957,11.830,1107,db384374-d594-45b6-a3de-9aa8a66dc226
Eli John Ndiaye,0.667,13.778,205,541d7cbf-04ae-40eb-9401-fc9f1fffdcf2
Jamir Watkins,5.125,8.250,233,84ba6ce6-9c37-4225-8f84-14a5cbacea65
Asa Newell,0.333,20.600,423,eb38ea24-c68c-4f72-9a55-2e397b4f0124
Quincy Guerrier,0.250,5.500,489,e7a09800-4dd6-4745-8dc3-2bb848800f9e
Matt Cross,0.250,6.056,698,8b71b1ce-93f8-4cf0-9099-64c91af44202
Gabe Levin,0.154,23.641,855,154a9e91-a046-4e1d-bd25-0fdf6dc87f45
Jacob Toppin,4.500,3.000,105,9e0abf37-2963-4f62-b8f7-104fefa58273
Toby Okani,1.851,2.362,863,a6c4645d-9238-44cf-92aa-fd318ebb8ebf
Trevon Scott,0.523,12.273,1054,fc067294-4b2b-42aa-bea6-88cda36ce6d2
Alex Antetokounmpo,0.422,5.289,754,34a56ad4-cc65-4406-9566-ff884e10c7af
Jonathan Mogbo,1.407,11.185,645,12f2cb53-d3a1-4a42-b6ed-9238a8eab4f7
Liam McNeeley,9.727,7.318,606,ba22d012-f7ce-4a1a-873e-d6c3ccf7ae5a
Jae'Sean Tate,6.000,5.000,17,80383c81-b671-4a11-b003-ae08fba34eb8
Keyshawn Bryant,1.286,1.476,414,8bfb0e3f-2c04-4dd5-ab0d-c7bf453b1ed5
Patrick Baldwin Jr.,3.853,10.765,999,45b328c0-b3b8-4a36-a0c1-28e39227ca85
CJ Huntley,0.167,27.690,976,a93dac29-3dee-4328-8787-673c2c4d207c
Keyontae Johnson,6.588,3.794,828,d5348336-15a5-416f-8312-bd7030a6277b
Kendall Munson,0.000,17.308,735,11a2c3b6-617d-4889-ac4c-dc3821c6375a
Brandon Slater,0.524,2.524,254,eb81af0f-e8c9-4a55-a018-bb56cbc130ff
Anton Watson,1.173,8.385,1214,8cb4b74b-84e9-40e3-9a3a-a7dd7be9767b
Emoni Bates,9.000,2.889,234,9f1d3f5e-1bf4-4a41-81f4-516081353643
Malaki Branham,14.125,0.750,176,13030bd6-e3d6-4e2a-9685-88300bc4ec5f
Payton Sandfort,1.167,8.708,581,54f7a3fd-6e94-4630-9ca3-e05af980008d
Jayson Kent,0.458,3.958,1175,dc854637-bbf4-4710-94b5-8c953db3ce27
Coleman Hawkins,1.771,13.708,1150,769be316-e69b-4438-a859-7fbbad08accf
Jeremiah Robinson-Earl,1.103,22.034,869,1a9ac6bd-8b02-4fe8-8096-c435a2a90100
Drew Peterson,19.622,3.730,1075,b385f90c-bbc7-4346-8507-4d626e2c0c61
Teddy Allen,5.897,3.641,991,03318058-7f1e-4d54-a8b4-cbaf7e836a78
Phillip Wheeler,1.021,5.106,943,3d20e735-543b-415b-835b-fa80295fa157
Olivier-Maxence Prosper,5.667,3.333,67,28df8a9e-306a-47ee-bb0e-55b9ea87d542
Trey Townsend,0.292,6.042,396,32735ab8-9eea-40c1-93be-395428840de8
Efe Abogidi,0.043,21.739,1050,2a962d8e-05d1-4d9c-ae45-e128f2ae9c81
Jonathan Pierre,0.906,2.594,432,94306db4-8243-44b3-9f3e-eb1dd9e258b7
Buddy Boeheim,2.722,17.111,515,b19737e4-2806-4548-b14b-2062175fb05e
Johni Broome,0.385,22.654,724,12c34cc3-1005-4454-bcfa-a5332744fd4c
Justyn Hamilton,0.111,13.583,425,7be325aa-4951-4bc9-948d-d4177d4cbb1c
RJ Melendez,1.891,6.913,923,090cc6af-edb2-4cf8-a374-9b90193c330d
Riley Grigsby,0.950,3.550,280,5b7fafbf-2163-4b93-a29d-fc83e9946914
Omar El-Sheikh,0.056,9.389,173,bdfadf82-2b4c-44e8-ae46-a6e3c9957744
Alize Johnson,3.818,11.788,992,c97ec77d-b190-477c-8f04-2d8be4554830
Sy Chatman,0.063,13.938,255,ea9cdbe0-fa96-437f-99d0-f1c67185f3e7
Pacome Dadiet,11.105,3.947,554,810fd8fe-5999-4962-9441-004f4a25fea2
Nate Santos,0.976,4.317,829,5d98e4d9-9d4c-416e-896e-662ef6de036b
Keshad Johnson,1.000,11.750,243,c5cb7e86-5c88-4bd2-bf14-22a65e7bd094
Steve Settle III,0.356,1.378,820,f52af8fd-29ee-4aa7-9c70-e211a5d73a12
Philip Alston,0.222,6.444,89,f05622f9-9133-4b26-8fce-07c056dbcf6c
Gabe Madsen,1.265,4.367,1188,7e84815b-7663-437b-8751-28d60ef2c65b
Jordan Bell,2.667,14.667,73,07a35d50-2dd1-4476-a9ac-b6e7154ce069
Emanuel Miller,3.000,4.825,1169,9333d369-df08-4c59-9073-3164d584f481
Leonard Miller,2.000,8.000,26,0eaefaeb-b40c-4fc7-9086-902dc1ab2254
Trentyn Flowers,2.643,4.500,342,c917a1b8-8537-4dbe-91bb-c8e376d71ee4
Keion Brooks Jr.,6.729,4.250,1257,088649fd-bea2-4353-a931-850c918b0337
Nick Jourdain,1.378,8.844,902,1faa4121-7c60-4b48-91c7-217d64555324
Hank Morgan,1.333,1.667,422,29d938d7-ce0a-4aba-9b2e-b17b2e8d8ee5
Eric Dixon,0.955,9.705,954,11ec3e54-7b96-4e1f-856e-8933eb8de9c3
Noa Essengue,2.250,7.000,107,fe09888e-ef47-4152-a457-e6f4e04aee54
Jordan Minor,0.029,17.294,533,ec389395-e86e-494f-ae34-b2b08a74437b
Pete Nance,1.364,21.636,329,a9d51846-7123-4773-be70-de509c877a08
Osayi Osifo,0.138,17.241,505,c1f25993-dd81-43fd-a710-d7b67b6bd974
Dalton Knecht,5.667,4.000,158,b8da7ce7-11b7-4a94-acd4-f309bf4b6333
Julian Reese,0.023,16.791,698,9f1b6ada-6f2a-4683-9f79-e98b06d24f06
Josue Erazo,0.000,1.500,17,68813475-aec9-4124-948e-507895e853c7
Giorgi Bezhanishvili,0.347,23.918,1169,4d0b25c0-eb2c-423a-875e-ba9f74999bdf
Leaky Black,3.568,10.054,1137,baf1b89d-5bf9-44d8-ae08-43b643b89914
Manny Obaseki,10.750,2.000,593,e4cdd91f-718d-4c35-95d1-b3aa28ef79b5
Cody Williams,7.200,3.200,104,8b49e58d-df58-4e21-b984-2bda3ce246e6
M.J. Iraldi,4.526,1.947,683,bc70e8c9-c8ff-44fc-b539-10f863d5efec
Mouhamadou Gueye,0.870,13.717,1175,cc3ddd0b-2be3-4043-a3e9-7ae15f6e1ab0
Hason Ward,0.022,22.356,868,99828648-af70-4757-ac4f-8f3e6c8364f5
Donte Ingram,0.886,2.091,815,1034b6f9-7fc5-4f5f-94fa-2ab920658dd3
Kenan Blackshear,0.000,0.000,3,31c6650d-c76d-497a-a605-e6ab1a822212
Cameron McGriff,0.655,8.379,639,55ec130c-b918-4d9b-9fe5-9b79a5f370f2
Zach Hicks,0.067,3.067,167,8e62f792-31da-4509-a4a8-d0bd4144b94a
Dawson Garcia,0.444,7.389,252,4aa2ea37-df6a-43f3-9838-5bb4d2e13186
Cameron Brown,8.333,5.333,375,c2df5312-12de-4f83-9d1a-3f3c2ab6148f
Javan Johnson,2.931,3.069,656,5bf3dc6a-f0bf-4146-9233-0714a95538e5
Justin Minaya,1.870,5.261,1139,8a534421-7dd1-49c4-a304-7b5a2341f904
Kalib Boone,0.067,13.133,404,57657681-6e1c-4701-8298-93f30846effc
Cameron Martin,0.100,18.500,186,99e062a8-b28c-47b0-9682-92a5d2461cd1
Kameron Warrens,2.825,2.050,667,14a1175f-1e82-4a12-9edf-f9445dc58270
Jamal Cain,3.750,7.375,234,f42a8b63-1ab4-447f-b74f-be293fc58e99
Justin Edwards,9.200,3.000,157,c2b8cc6a-c87c-4dc5-bfea-c4630c2b6f3e
Rasheer Fleming,2.000,7.111,260,4639f41a-c88b-4cf0-91c2-c36d9d4c1e5c
Joan Beringer,0.364,26.909,285,325d465a-ead8-4773-875c-a3fd83d18f23
Alex Reese,0.364,10.773,971,1f6ef8b2-5d7a-4ca6-a9f2-cc8c06c032b8
Dillon Jones,17.667,2.976,1289,7c13f8c0-55bf-46b9-a41e-cbaeea35c13b
DeAndre Williams,0.565,15.239,1038,d240c74d-0376-4b1e-998d-190b778ced1b
Justin Johnson,1.000,3.000,11,9860960c-28ca-471b-8530-507937fb3ba4
Kevin Knox II,4.579,4.658,1068,868bf1ee-0aa9-4762-a685-b32801d25e6a
Cam Reddish,6.600,1.700,158,5cef3c95-c7c7-4206-b70c-41f647f9498b
Nathan Missia-Dio,0.000,6.882,127,ef69e667-2cb2-4590-bb9e-561480e2abeb
Tosan Evbuomwan,6.500,6.281,920,3836af33-7171-4f6b-b4e3-7dc129d8efa6
Michael Caicedo,0.200,1.100,60,315d7d14-0a97-43d5-bbf8-4b59a0938e21
Matthew Moncrieffe,0.115,6.077,318,3d0d89b4-df1e-43a9-9870-4329d5e8161c
Arthur Kaluma,1.310,7.524,918,c7a03fd4-8ba5-4f9e-b62d-db9492da6f1c
Tyrese Samuel,0.116,19.814,712,f4159312-f59d-46f6-a72d-afb990d1e80a
David Roddy,4.444,7.528,892,ab0a4d97-fd7b-40d9-a72f-b2a862039584
Viktor Lakhin,0.167,16.600,539,386162d7-b5e6-4aca-9174-cfba1382d491
Cameron Matthews,3.220,12.960,1375,2b3321e5-dc2b-4c37-9ee5-36336690c3ec
Malcolm Hill,3.585,13.146,1255,99f046d4-e2fe-495e-92e9-472b6f6a9c22
Caleb Stone-Carrawell,0.217,0.739,184,c0ac23b6-44cc-4fe7-8a81-560c7fc1003d
Igor Milicic, Jr.,0.467,4.489,727,96e51137-1852-4b4b-8809-7d07d81b22a8
Ja'Vier Francis,0.043,16.553,685,426de6ba-834c-455a-8c94-9656ad089275
Josiah Allick,0.023,9.186,619,46de8a99-497a-49cd-a9ec-347e787439e3
Tyler Burton,7.929,4.286,1209,382afece-e02d-4ce2-92ac-92b1d2333d2c
Chris Mantis,0.894,6.957,816,d2d320cb-de1d-4f2f-b238-9697f02b41ff
Norchad Omier,0.154,27.718,995,15c34e0c-e636-4bd1-a7db-6435d201f8c6
Blake Hinson,3.000,3.688,929,64b12646-2555-4dd0-98eb-cb169b3ee58a
Adem Bona,0.000,19.000,29,df125bae-eba5-488c-b948-9767e7090d40
Justin Jackson,0.522,1.000,287,0867f70d-4848-4664-82fb-db397233e78f
Vance Jackson,0.214,5.429,103,2a70adf2-b7a5-4028-b567-a3b18585a709
Micah Parrish,0.862,0.828,281,a233b4d2-746c-48be-9d0d-ce655385c605
Isaih Moore,0.049,20.537,766,ea2cbcac-0b28-454f-a3f7-a30bb1d6fbb1
Wooga Poplar,4.857,0.714,193,b3aaee9c-4272-479b-9fdc-7b99458903ea
Julian Phillips,8.000,0.500,60,76ada8a1-6ec8-4915-b57e-fa234b1f2788
Dalano Banton,33.326,1.814,1209,ccd8ec3b-3e5b-4f39-9b41-91882f179a73
Jack Clark,2.184,3.551,1248,baad4031-1f9b-4e88-9ac6-9c40ed79d7f3
Ben Coupet Jr.,1.167,2.433,484,8c1d8070-eb6a-44ee-bc37-0a07ad5267fb
Gabe McGlothan,0.514,18.114,878,32f54c28-47c6-4d3c-8364-c3956aef7190
Lahat Thioune,0.000,10.091,240,81875c9a-a727-4662-bd59-5ce020b80d6a
Felipe Haase,0.163,23.000,883,a03683d7-864f-4a20-ba32-5a8d3263c1fa
Romeo Weems,0.318,3.591,911,9920a386-699e-42ad-90ac-8fb89d78d1f9
