Shooter,Shots Attempted,qSI,SSI Player ID
Trentyn Flowers,33,26.58,c917a1b8-8537-4dbe-91bb-c8e376d71ee4
DeJon Jarreau,33,5.17,3cd02b89-3d2f-46ff-b392-29215f6825b4
Caleb Stone-Carrawell,33,-18.20,c0ac23b6-44cc-4fe7-8a81-560c7fc1003d
Eli John Ndiaye,32,-15.59,541d7cbf-04ae-40eb-9401-fc9f1fffdcf2
Tamar Bates,32,27.12,4e132a3e-20b7-4058-9b69-c71ed0bfd654
Ethan Taylor,32,-13.20,b4569bbc-b31d-4504-a59a-fe40691d1d00
Manny Obaseki,32,5.15,e4cdd91f-718d-4c35-95d1-b3aa28ef79b5
Kevon Harris,31,-6.08,8190d885-1fd0-4dad-99d7-2431cc018492
Justin Edwards,31,-5.87,c2b8cc6a-c87c-4dc5-bfea-c4630c2b6f3e
Nikola Djurisic,31,-18.83,0e381936-04ed-49fd-87b0-400686b3e145
Alex Fudge,30,-26.34,1f5a0d41-0c51-4353-9d7a-503196852e33
T.J. Warren,30,9.60,ff401666-89ef-11e6-b554-a45e60e298d3
David Jones Garcia,30,-9.78,8207e744-783c-4fac-8d78-52acb829f00c
Deivon Smith,30,10.71,9ffb6f28-8fa0-4650-bd30-47f8aa7235a2
Vladislav Goldin,30,3.91,0d1efd50-8b55-402c-af4a-3400a0ecf19e
Zhuric Phelps,30,-14.26,cbddda95-fa69-4ae6-b6b0-247f5c669b7f
Brooks Barnhizer,30,21.89,6b9ff8ac-a24a-46b2-8a4a-4f4015c6b353
Myron Gardner,29,19.29,8de6d5bf-730c-4c48-8f00-7f9da72e979e
Giddy Potts,29,1.54,7ac29d25-418d-4bf3-b302-cda0f4aa7cae
Cody Martin,29,-8.62,0000b397-3cf4-4dd4-a910-000000000131
Dawson Garcia,28,-13.74,4aa2ea37-df6a-43f3-9838-5bb4d2e13186
GG Jackson,28,-16.99,de22ebf7-4f76-48b4-805b-b5f87858922f
Sharife Cooper,28,0.12,2d470912-d9ac-4456-916c-372fc4c84cdc
Khaman Maluach,28,-4.31,d4dcccfe-9470-4fef-bac2-e9f6aa1cfd32
Colby Jones,27,1.87,80ea0675-30db-4ebf-b37f-eb50552e8d0e
Terry Roberts,27,-17.81,6b0963ac-b00e-46cd-94e8-e60dc3238718
Taylor Hendricks,26,6.33,91ee33ca-2f8a-421c-8a4d-b0f98d5bc54c
Rahsool Diggins,26,-7.71,6404e275-f55f-42e5-8d36-cddd1661c335
Cameron Parker,26,6.45,15e3cffa-aed2-4d74-a8e0-ec06dfea63c6
Anthony Pritchard,26,-11.05,58d7789a-e4bc-46cd-91d5-01526491d417
Caleb Love,25,-31.22,163d0a85-fc13-4c76-8e98-93aae28417d2
Jason Preston,25,-8.77,b609ade3-6177-4d12-8f4d-e717beb97f97
Jahmai Mashack,25,-17.88,f851dd8e-83fb-42a9-8b76-cc5afe5350fa
JD Davison,25,-14.04,833b573b-1366-463c-92ea-56e7718c0dc6
Pedro Bradshaw,24,7.09,881e8c41-f4cb-44fa-9caa-782d1e294daf
Jamal Mashburn, Jr.,24,-19.90,e2dcfe4a-9e16-4ab8-8eee-e15ca0db6eb5
Sy Chatman,24,-5.77,ea9cdbe0-fa96-437f-99d0-f1c67185f3e7
Nathan Mariano,24,-26.53,6e090c81-2a42-43d1-9e4e-bd5a04f09b10
Bronny James,24,12.86,ec9d7a06-798b-45e0-8eae-a5bfdd92f0ba
Seth Maxwell,24,-8.21,12d95e3f-d714-4300-978c-245c9d0f302c
Brian Taylor,23,-23.47,ef62751a-0816-46fa-9160-054ef9ec64e4
Kalil Thomas,23,13.42,1e30df52-91e3-4394-8265-d813a892b8c7
Grant Nelson,23,-27.09,c4012fed-7c3d-4171-a8c7-3432c061c9d7
Andersson Garcia,23,-18.15,9b93509f-b8d1-4066-ba4c-6338fed2a84f
Lance Terry,23,-0.64,2c5a45b8-029d-4556-9186-221becde7ae7
Trey McGowens,23,7.56,a17cb8d2-4fe7-49a1-b4b9-e56f6316d694
Jamal Bieniemy,23,-15.35,5659992f-2487-47ce-83f7-baedce2a090e
Javon Freeman-Liberty,22,-2.63,a28cdf29-f659-4646-b964-87ec3c295ae4
Chandler Baker,22,5.10,db071247-1883-4852-b647-0b794ee7cdee
Kaden Anderson,22,12.33,d3403310-4ad2-4ea2-9072-623f9adefc8d
Elfrid Payton,22,-15.63,ff4126dc-89ef-11e6-a96d-a45e60e298d3
Derrin Boyd,21,-20.27,6dfc6fb5-d921-403b-b590-c1c4c3e900a9
Kasparas Jakucionis,21,0.95,f4881a74-343b-4005-b701-3f53c512aba6
Jermaine Couisnard,21,-25.45,395250e2-3fc7-41ec-b3e5-be2b920a6458
Devin Carter,20,-19.24,8a8e683b-3939-4208-b55c-bc9cefe13a54
Ariel Hukporti,20,-16.09,91a10e2e-9784-440d-b0a4-83a8db044c1d
Marcus Bagley,20,-7.22,a39bf7f9-11fd-434e-9673-4a184061ad7d
Tyrese Martin,19,36.00,1d3ff68e-d714-4f70-b952-02cf2252e990
Josiah Allick,19,-25.28,46de8a99-497a-49cd-a9ec-347e787439e3
Cameron Tyson,19,-1.54,18ede5d3-f2de-4f9f-a9c3-ffe37ac43566
Noa Essengue,19,-14.22,fe09888e-ef47-4152-a457-e6f4e04aee54
Akoldah Gak,19,-20.65,e6e552fd-83e6-4bb7-b80a-9b0bae80ad1c
Jonas Aidoo,18,-2.39,18e9a256-6619-4a10-a5dd-2c89bb7cfb0a
Jay Scrubb,18,-29.87,8488ec31-e9a6-4535-a007-3b6fb6c5f1bd
Martez Brown,18,-40.11,15a40435-a0cb-41f5-8680-120339364fa1
Hason Ward,18,-35.92,99828648-af70-4757-ac4f-8f3e6c8364f5
Vernon Carey Jr.,18,-4.97,9dc84f16-116c-451e-a191-b54f210fecbe
Jonathan Mogbo,18,-17.02,12f2cb53-d3a1-4a42-b6ed-9238a8eab4f7
Geronimo Rubio De La Rosa,18,-13.36,5bc79052-06fe-4165-bc0d-7121fc331302
Adou Thiero,18,19.63,9b945fc0-d3bb-405d-bf43-95c6e7d7e87b
Nikola Topic,17,12.94,deb86c8a-aaa2-472e-a66d-a1cbace2c797
Aminu Mohammed,17,-14.97,6abaacf2-5a3c-4c72-b19c-2a645dd84022
Cody Williams,17,-17.89,8b49e58d-df58-4e21-b984-2bda3ce246e6
Wooga Poplar,17,16.66,b3aaee9c-4272-479b-9fdc-7b99458903ea
O'Mar Stanley,16,-24.50,c35585ea-5c0e-4c72-bd00-07eceb71ee47
Terry Taylor,16,-32.54,0852ab90-243b-4951-bfb0-c536f151cba5
Branden Carlson,16,25.25,c401774b-397d-4c15-93a0-592eb4752dac
Ryan Woolridge,16,-20.39,a4f5f591-7988-4761-b96d-5efb627bd420
Colin Castleton,16,4.00,cb160212-66c3-46cf-8728-c0d6612456f8
Will Riley,15,15.98,3fb6c927-c443-46a9-aecb-1105dfb05233
Jackson Rowe,15,-24.62,87777cd1-2099-4edd-8256-f29343fa0fd4
Yuki Kawamura,15,-16.22,3d921f8a-1119-4e42-be46-c22ae84d5f58
Malaki Branham,15,6.95,13030bd6-e3d6-4e2a-9685-88300bc4ec5f
Cam Young,15,-5.55,f61521e8-e7f3-4526-a0fa-efedc3c820ca
Vance Jackson,15,52.46,2a70adf2-b7a5-4028-b567-a3b18585a709
Josh Minott,14,21.62,3dafdc09-40d9-4934-b9c9-8be3bd3eb90a
Kaleb Johnson,14,21.63,51e2e08f-d07e-4dbd-a05f-bba8e5c69f96
Kam Jones,14,-12.64,93ff04cb-5390-4709-a521-c7ce58713f31
Symir Torrence,14,-4.50,6779419d-662d-4a38-b2ea-cb8e012eed8f
Kalib Boone,14,-20.88,57657681-6e1c-4701-8298-93f30846effc
Cameron Martin,14,19.41,99e062a8-b28c-47b0-9682-92a5d2461cd1
Elijah Cain,13,1.69,2ce0583b-9426-44be-820b-de29934964ee
Issac McBride,13,-29.41,e98d2d7d-61a8-42e6-9c79-f1c3d6667ec9
Kendall Munson,13,-26.73,11a2c3b6-617d-4889-ac4c-dc3821c6375a
CJ Fulton,13,45.05,e2d1008a-5cc8-4a4d-9f54-0bacfbd083be
Dalton Knecht,13,6.79,b8da7ce7-11b7-4a94-acd4-f309bf4b6333
Tyler Kolek,13,16.40,40faa5df-7ced-449d-bd12-300a2938370a
Omar El-Sheikh,13,7.62,bdfadf82-2b4c-44e8-ae46-a6e3c9957744
Cam Reddish,13,6.51,5cef3c95-c7c7-4206-b70c-41f647f9498b
Jamison Battle,12,25.35,74f1f473-4fc6-4175-bf32-f1f99de73ef8
Steven Crowl,12,-16.60,ee193c16-33d6-4aac-9688-7dde65cf6671
Chase Jeter,12,-0.12,ea3ac175-ec80-45da-aa31-7c38b04c7657
Ace Baldwin,12,-20.80,6ab19369-4aa1-4aa6-8274-b595ac8902be
Drake Powell,12,21.37,ed72fbc9-1066-46d8-872e-9a437c4e536e
Abou Ousmane,12,-41.51,585d08a6-4aa1-45ad-81f0-76cb2c579ab1
Tomas Chapero,12,11.12,5909ae5b-81cc-4f42-adb1-912f0c19edfc
Esteban Ezequiel Roacho Amador,12,-25.46,2d23e4fc-8b5f-4131-af0f-83b0ae3a2c69
Mason Madsen,12,-2.42,d745163f-0ba1-4894-9467-cb7553e99081
Ryan Nembhard,11,-14.94,f43050bf-10e7-4919-95a0-272b4c616687
Eric Ayala,11,-12.74,0ed3aa02-c44c-4b25-a16c-d448d88b92ea
Tyrese Samuel,11,-18.09,f4159312-f59d-46f6-a72d-afb990d1e80a
Julian Phillips,11,-0.53,76ada8a1-6ec8-4915-b57e-fa234b1f2788
T.J. Weeks,10,-8.32,7d91ff01-e290-4fe8-955f-093a15c1d3b5
Dalen Terry,10,4.21,8fc64d15-1d47-47e1-bb04-d03f75dccc5a
Kellen Tynes,10,-26.47,83a05254-611e-4587-a927-613bde48b6ba
Lacey James,10,-17.52,04c6579b-6a42-4b88-944b-6cc896241e84
Cameron Smith,10,36.12,bd762247-fb20-496c-af57-0abcde142d02
Tommy Bruner,10,-13.89,9819211d-c92e-4802-8be4-018f1efe7932
Jacob Toppin,10,5.03,9e0abf37-2963-4f62-b8f7-104fefa58273
James Banks III,10,-4.41,f4a998d1-4507-43b9-91e3-832dde032d54
Marquis Barnett,9,8.45,7edec21a-68b6-453a-b51f-2e3827a52d7d
Amari Williams,9,2.25,7f8f2047-20da-4fde-b1c4-e046ef5d94f1
Jahlil White,9,-5.05,e21b31ea-a8e5-41ad-89b1-72a56bdf59e1
Ray Harrison,9,-23.63,57be9a58-9fec-4727-b978-d75c7e33e914
Devon Higgs,9,-8.23,72b7a0bc-f1b6-4996-89e8-8c6535bd71c0
Oscar Tshiebwe,9,-3.16,9234048a-d7a7-4f77-8d48-3b95b6365ae0
Mohamed Diawara,9,4.09,cb172f69-5e77-4552-a43b-b2993cb7f689
Trey Jemison III,9,-10.61,48e06536-9d6f-4027-9d17-ec477a9ae3a2
Derek Ogbeide,9,-19.08,4f5b0cc7-0740-4ebb-8b37-c464b1f421f3
Noah Penda,9,12.47,8257785f-b06f-4feb-a7c3-c58c4fbf99d7
Kobe Brown,8,3.31,751e59b1-45ae-45f0-bc03-01f6c87520a5
Tolu Smith,8,-21.65,dea8af5c-b86c-4445-b191-20c7806e6a4e
Jeremiah Tilmon,8,37.23,285400dc-29c2-4d6a-83a0-5b87049c14f0
Ibrahima Diallo,8,-36.17,505bb488-33f9-485b-9cce-e0533d462cf1
Cam Christie,8,-38.50,8a68ba44-d87b-41c9-94f3-c94e88cb37a0
Yanic Konan Niederhauser,8,-51.09,c4c0b9a3-5f7e-4611-977b-e0d73c08a29c
Obadiah Noel,8,-17.83,ae301693-1228-4496-9f09-3dede6e84191
Elijah Pemberton,7,6.25,0fd95fbb-b175-40e4-a6c7-4864b5678d6f
Tylor Perry,7,-24.74,0b9ca9bc-f567-4768-9cc5-5e42d6fc8dce
Christian Koloko,7,-33.49,efbab460-ac97-49e1-aa9f-6e7da27ab2df
Jared McCain,7,-10.10,eb79ea6c-b337-448d-ac33-7e92219822ef
James Reese,7,9.52,26f760b4-f286-403c-ae5b-8c4a2f2810ff
Rayan Rupert,7,-14.93,f99ade9a-ec49-4d41-b7f8-7e1b16c9ed79
Kario Oquendo,7,32.61,1ea004d3-81c8-428e-920e-2fde02ccf379
Olivier-Maxence Prosper,7,-34.53,28df8a9e-306a-47ee-bb0e-55b9ea87d542
Michael Caicedo,7,-55.17,315d7d14-0a97-43d5-bbf8-4b59a0938e21
Nathan Missia-Dio,7,-31.70,ef69e667-2cb2-4590-bb9e-561480e2abeb
Lahat Thioune,7,8.24,81875c9a-a727-4662-bd59-5ce020b80d6a
Jace Carter,6,-56.63,d6029d99-f377-4558-8061-e383e37d162d
Onno Steger,6,-1.18,f033b782-7e16-4a10-b000-aff290ea4400
Jean-Jacques Boissy,6,-30.04,3cd15c37-c35d-4061-82f8-728bfefd34c9
Ja'Vier Francis,6,-53.59,426de6ba-834c-455a-8c94-9656ad089275
Julian Reese,6,-15.69,9f1b6ada-6f2a-4683-9f79-e98b06d24f06
Joey Calcaterra,6,-30.27,f07958e4-943d-41bd-add3-e75692af9566
Jazian Gortman,6,48.68,dd6ea48a-5adc-4411-bead-f2cf2861a9ce
Jamaree Bouyea,6,-53.05,e35aa016-05af-4a0b-92b3-b0d987d11892
Kylor Kelley,5,-10.90,08d8e7a7-6e98-43fb-808a-803728ffe738
Feron Hunt,5,-20.94,5210db69-14a3-4c9b-ad2a-62c349f4ac65
Markelle Fultz,5,-27.66,1114f266-df53-4313-b425-0021dd87864b
Jase Richardson,5,-0.56,1cc4e557-6ed1-4db5-8816-1c00724e5554
Javon Small,5,36.38,6b98a36d-b1bc-4b68-bd5b-0671580d44c4
Ray Spalding,5,-30.62,ef25a4fc-8a16-4dd9-a1fa-e236cd842a32
Tyrese Proctor,5,-25.73,27207fcd-251c-4d7b-8d11-48823d8dab1b
Alex Toohey,5,3.47,ac601971-3fa2-4aff-940d-0f5fa3745d0c
Matthew Moncrieffe,5,-9.13,3d0d89b4-df1e-43a9-9870-4329d5e8161c
Gabe Levin,5,-20.88,154a9e91-a046-4e1d-bd25-0fdf6dc87f45
Omer Yurtseven,4,-45.01,6811ad75-3527-4bfc-b0bc-8fd46ec62535
Daniel Batcho,4,-49.97,72e13ad0-9840-41e7-b88f-ab295ef762fb
Jamarion Sharp,4,-26.25,02b5523f-9555-42f2-b2a7-3ba79ce5e959
Dylan Cardwell,4,-13.27,fb79aa4f-8468-454c-80db-1768d95b4e42
Pierre Crockrell II,3,22.59,1a254905-e1db-43b8-9f5c-b1bf4e663150
Nique Clifford,3,-10.36,329049aa-89c8-439b-a0c3-dc93d3609931
Carter Bryant,3,-58.85,18dc7187-8fc5-47bf-9779-e7a7694c498c
Moses Brown,3,-9.28,81ca845d-dae4-46b5-89e6-86d619acb3c8
Jaden Seymour,3,-0.52,667eabca-780b-45aa-8d74-a3418e732e81
Maxime Raynaud,3,-50.12,31a1e47b-7784-4021-b7f2-31e4ef972892
Alejandro Vasquez,3,-5.26,146e6f60-9f61-4669-902f-1f985d239c46
Quenton Jackson,3,47.54,2916816a-1e08-43ef-953d-a81bfe3503ee
Terrence Shannon Jr.,3,-0.69,94d35dd4-a4fe-47ae-a856-cd0d5b1193a9
Philip Alston,3,-7.98,f05622f9-9133-4b26-8fce-07c056dbcf6c
Marcus Sasser,3,-2.37,5fc1833e-3993-49a8-8970-87ad09b61dff
Makhi Mitchell,3,87.39,fec781d1-53e1-4e5e-baf1-7937603be356
Walter Clayton Jr.,3,-56.43,ae81ff91-c142-4a68-b826-4ae75af6a94f
Joan Beringer,3,22.17,325d465a-ead8-4773-875c-a3fd83d18f23
Charles Bediako,3,-53.22,40e03646-000c-4ccf-a366-50f9477583e5
David Muoka,2,-42.04,c5a7468d-b9c2-4814-a823-b9bf4a58358f
Ileri Ayo-Faleye,2,-57.27,8419ad0c-1d1b-41ad-a04b-4d8bd3aff0a0
Trae Hannibal,2,11.73,636fef85-a117-4abd-96b9-a45df0f16b53
Keylan Boone,2,95.61,57039dfd-7492-49c5-b3c3-30c8422fda2d
P.J. Hayes,2,15.90,659ecb80-2665-4645-b890-ef69b738b5e3
Tony Carr,2,18.54,4eb5e112-86bc-45b5-a081-deb3f3aa0b67
Fousseyni Drame,2,-50.84,0870aa3a-22ad-4cf6-8f45-cbe6ca3f7e75
Samson Johnson,2,3.12,68596e1c-c815-41b9-ae9b-a8179fee1f36
Warith Alatishe,2,-36.57,ef3f7448-40b8-4701-8feb-456aaa4d1c6e
Jordan Bell,2,-54.37,07a35d50-2dd1-4476-a9ac-b6e7154ce069
Vinicius Da Silva,2,-42.07,63049d09-0880-48ee-af08-c8f25b874237
JP Pegues,2,25.71,dbabc9d0-e8c8-4399-92a9-047c7ffb580f
Jae'Sean Tate,2,21.34,80383c81-b671-4a11-b003-ae08fba34eb8
Dwayne Cohill,2,16.87,28c78fcb-5cfa-4d69-bf2f-416eef831e04
Jordan Forbes,1,-55.30,d03f53e6-1f95-47b7-a843-dab2a10456f0
Josh Cohen,1,-55.09,e74d5547-334a-49c7-b5e5-a33913f3596c
Drew Cisse,1,58.05,4943e7dd-a830-4c29-bd39-a8b168bf00b9
Lawson Lovering,1,43.26,ee296dd9-8d26-420c-9aa1-271f6b6a2222
Parker Van Dyke,1,103.29,b25395ca-26fc-4977-bf67-3b99e73e1048
Robert Woodard II,1,-30.57,9bedc1b4-449c-42cb-b9a2-9b0cd3596329
Isaiah Todd,1,-50.42,1dbb419d-3008-45c5-aade-fb964248499e
Dain Dainja,1,-27.60,3d560bd7-c964-492e-97b7-12c4feda4079
Matt Becht,1,-47.26,37e8858f-5f40-4a44-8f60-2f6e2316aae8
Blaise Threatt,1,-54.49,7bf581f6-845d-4d34-9460-f09f129eb841
Jaire Grayer,1,101.06,c641880b-c90c-465e-8564-f6a741fae84b
Davonte Gaines,1,-63.69,6e74a308-26d0-4ebb-b5f2-5a0dbe334f86
Cheikh Mbacke Diong,1,-51.52,7efefdc5-c8ee-4221-ac12-a35549517aa2
Ibou Badji,1,-41.23,9e3a3a92-a664-48f7-97d2-0f8f27735dbd
Josue Erazo,1,-57.21,68813475-aec9-4124-948e-507895e853c7
Jamiya Neal,1,90.22,bd101cdc-8e04-424a-8c61-034c93ff6be7
Moussa Cisse,1,-53.58,b4769ff6-6ae9-446a-a262-0b849da72338
Adem Bona,1,-53.87,df125bae-eba5-488c-b948-9767e7090d40
