Shooter,Shots Attempted,qSI (sum),SSI Player ID
Javon Freeman-Liberty,17,27.79,a28cdf29-f659-4646-b964-87ec3c295ae4
Terry Taylor,36,27.50,0852ab90-243b-4951-bfb0-c536f151cba5
Au'Diese Toney,76,26.61,a127ee52-bbec-46b6-990c-93a2c3d57b87
Zach Hicks,3,26.20,8e62f792-31da-4509-a4a8-d0bd4144b94a
Jonathan Pierre,21,26.19,94306db4-8243-44b3-9f3e-eb1dd9e258b7
Jaykwon Walton,20,26.02,59731b4a-481f-4699-a3fe-f39676cc079b
Tommy Bruner,3,25.11,9819211d-c92e-4802-8be4-018f1efe7932
Nana Appiah,3,22.13,7ad88c05-18d7-492e-9c41-30b2f77e3266
Cameron Tyson,1,21.98,18ede5d3-f2de-4f9f-a9c3-ffe37ac43566
Terrence Hargrove Jr.,71,20.69,06c40ea5-9150-470e-8f6a-7cde4a102ef6
T.J. Weeks,1,20.24,7d91ff01-e290-4fe8-955f-093a15c1d3b5
Tyrese Proctor,4,18.23,27207fcd-251c-4d7b-8d11-48823d8dab1b
Jazian Gortman,18,18.06,dd6ea48a-5adc-4411-bead-f2cf2861a9ce
Mason Madsen,3,14.79,d745163f-0ba1-4894-9467-cb7553e99081
Jamiya Neal,2,14.09,bd101cdc-8e04-424a-8c61-034c93ff6be7
Keion Brooks Jr.,147,12.54,088649fd-bea2-4353-a931-850c918b0337
Garrett Denbow,5,12.08,13631116-cd60-4bc0-9a41-6fed5d44b41c
Devin Carter,21,11.49,8a8e683b-3939-4208-b55c-bc9cefe13a54
Steven Richardson,21,11.42,1baa93ad-ae20-4faf-b428-11c4aac33778
Ibou Badji,54,11.33,9e3a3a92-a664-48f7-97d2-0f8f27735dbd
Kasparas Jakucionis,34,10.84,f4881a74-343b-4005-b701-3f53c512aba6
Bryce Thompson,79,8.45,cc61028a-3c21-4917-a6fe-607bb4085636
KJ Simpson,49,7.60,1287087b-e6ba-41f9-b2b5-a3d2d1c8d682
Keshad Johnson,29,7.38,c5cb7e86-5c88-4bd2-bf14-22a65e7bd094
Josh Minott,2,0.20,3dafdc09-40d9-4934-b9c9-8be3bd3eb90a
Miller Kopp,41,-0.97,817c559a-6812-42ce-8373-1e8132f3b917
Elijah Pemberton,1,-1.06,0fd95fbb-b175-40e4-a6c7-4864b5678d6f
Toby Okani,76,-2.25,a6c4645d-9238-44cf-92aa-fd318ebb8ebf
Keyshawn Bryant,67,-2.87,8bfb0e3f-2c04-4dd5-ab0d-c7bf453b1ed5
Adem Bona,7,-3.78,df125bae-eba5-488c-b948-9767e7090d40
Max Klesmit,4,-4.13,ce1fc58a-6a2f-40f5-a83b-c0acdcdf2e01
Davonte Gaines,3,-6.26,6e74a308-26d0-4ebb-b5f2-5a0dbe334f86
Jaden Seymour,2,-8.43,667eabca-780b-45aa-8d74-a3418e732e81
Jabri Abdur-Rahim,18,-9.29,5ba18e46-b710-44bf-8369-1185adf0ce77
Marcus Sasser,2,-9.38,5fc1833e-3993-49a8-8970-87ad09b61dff
Steven Ashworth,8,-10.20,63e0883f-eae7-4a6c-ad8f-c7670247241e
Bronny James,44,-10.95,ec9d7a06-798b-45e0-8eae-a5bfdd92f0ba
Nolan Traore,29,-13.46,4b2dd1ee-169e-4af4-9877-1e600ccc1ac5
Ethan Taylor,7,-14.14,b4569bbc-b31d-4504-a59a-fe40691d1d00
Kam Jones,19,-14.17,93ff04cb-5390-4709-a521-c7ce58713f31
Javon Small,6,-16.13,6b98a36d-b1bc-4b68-bd5b-0671580d44c4
Jase Richardson,9,-16.26,1cc4e557-6ed1-4db5-8816-1c00724e5554
Manny Obaseki,89,-16.90,e4cdd91f-718d-4c35-95d1-b3aa28ef79b5
Noah Penda,7,-18.65,8257785f-b06f-4feb-a7c3-c58c4fbf99d7
Ileri Ayo-Faleye,1,-18.93,8419ad0c-1d1b-41ad-a04b-4d8bd3aff0a0
Hank Morgan,19,-21.69,29d938d7-ce0a-4aba-9b2e-b17b2e8d8ee5
Malevy Leons,146,-23.77,a6b91d1a-7a93-4bda-8562-d762d1f5ad47
Stephen Mitchell,31,-24.63,1d1c157c-d6cd-492c-8ac1-aca3b6d6c04f
Lawson Lovering,105,-25.00,ee296dd9-8d26-420c-9aa1-271f6b6a2222
CJ Fulton,2,-25.40,e2d1008a-5cc8-4a4d-9f54-0bacfbd083be
Wooga Poplar,27,-25.75,b3aaee9c-4272-479b-9fdc-7b99458903ea
Elijah Cain,2,-27.75,2ce0583b-9426-44be-820b-de29934964ee
Yuri Collins,22,-28.45,7a58adf5-73d4-4f5e-b042-6ab0d8862313
Vernon Carey Jr.,13,-30.71,9dc84f16-116c-451e-a191-b54f210fecbe
Trayce Jackson-Davis,24,-30.74,1991b894-8a5e-4744-a72d-9bd7cb7663c3
David Roddy,110,-31.18,ab0a4d97-fd7b-40d9-a72f-b2a862039584
D.K. Thorn,1,-33.72,ff225902-3cf1-4d77-8ed5-cacd2aace2e8
Isaiah Todd,6,-35.22,1dbb419d-3008-45c5-aade-fb964248499e
Jamison Battle,2,-37.14,74f1f473-4fc6-4175-bf32-f1f99de73ef8
Ray Williams, Jr.,1,-38.13,5b0bdabe-6c41-4fef-bcc7-518987c7451a
Tony Carr,1,-38.64,4eb5e112-86bc-45b5-a081-deb3f3aa0b67
Olisa Akonobi,5,-39.48,a623abae-de32-4858-8b44-1eaebb33f0a8
Jae'Sean Tate,7,-39.69,80383c81-b671-4a11-b003-ae08fba34eb8
Micah Parrish,20,-39.95,a233b4d2-746c-48be-9d0d-ce655385c605
O'Mar Stanley,40,-40.60,c35585ea-5c0e-4c72-bd00-07eceb71ee47
Jaden Bediako,2,-41.86,d22cb3b8-91ce-4a2a-bae7-a358a426a9af
Alex Toohey,1,-43.70,ac601971-3fa2-4aff-940d-0f5fa3745d0c
Nick Smith Jr.,18,-45.46,b2d1fbf7-72be-4469-b0c2-db6677a145bd
Dwayne Cohill,1,-46.62,28c78fcb-5cfa-4d69-bf2f-416eef831e04
Tyson Etienne,37,-49.79,316deed2-3f6a-4c1c-9508-2dd0c937cd4c
Alejandro Vasquez,5,-51.31,146e6f60-9f61-4669-902f-1f985d239c46
Jahmai Mashack,40,-53.79,f851dd8e-83fb-42a9-8b76-cc5afe5350fa
P.J. Hayes,1,-54.48,659ecb80-2665-4645-b890-ef69b738b5e3
Ray Harrison,3,-56.65,57be9a58-9fec-4727-b978-d75c7e33e914
Ryan Nembhard,14,-58.57,f43050bf-10e7-4919-95a0-272b4c616687
Mitchell Mascari,18,-58.97,fdc935b9-0c73-4ca7-ba6b-f3b5aa1f2205
Joan Beringer,76,-60.38,325d465a-ead8-4773-875c-a3fd83d18f23
Desmond Cambridge,33,-61.98,5f4ae0bb-b9a5-4c83-8441-1e627500c265
Chase Hunter,49,-62.64,50fd1b80-b17c-4168-9cd8-b67adeef9040
Donte Ingram,59,-65.75,1034b6f9-7fc5-4f5f-94fa-2ab920658dd3
Issac McBride,3,-67.50,e98d2d7d-61a8-42e6-9c79-f1c3d6667ec9
Kylor Kelley,120,-67.64,08d8e7a7-6e98-43fb-808a-803728ffe738
Devon Higgs,14,-67.66,72b7a0bc-f1b6-4996-89e8-8c6535bd71c0
Trentyn Flowers,46,-69.43,c917a1b8-8537-4dbe-91bb-c8e376d71ee4
Jalen Crutcher,54,-71.30,938ea26e-95ff-4f3b-a385-a965af8195b4
Vance Jackson,3,-72.13,2a70adf2-b7a5-4028-b567-a3b18585a709
Johnny O'Neil,52,-72.26,266b9ca1-6596-4d2a-947a-0f602c0af725
Fousseyni Drame,5,-73.84,0870aa3a-22ad-4cf6-8f45-cbe6ca3f7e75
Tyler Burton,120,-76.97,382afece-e02d-4ce2-92ac-92b1d2333d2c
Vinicius Da Silva,13,-79.16,63049d09-0880-48ee-af08-c8f25b874237
AJ Johnson,63,-79.31,2b0ac9c2-0fa5-4ee6-9881-03b737e11dc3
Malaki Branham,34,-79.80,13030bd6-e3d6-4e2a-9685-88300bc4ec5f
Jalen Bridges,92,-80.49,1c7e1fdd-3a9d-4509-b079-a329c993e9d4
Josh Cohen,5,-80.80,e74d5547-334a-49c7-b5e5-a33913f3596c
Myron Gardner,23,-82.30,8de6d5bf-730c-4c48-8f00-7f9da72e979e
Cameron Martin,19,-85.81,99e062a8-b28c-47b0-9682-92a5d2461cd1
Robert Woodard II,1,-87.62,9bedc1b4-449c-42cb-b9a2-9b0cd3596329
Ryan Woolridge,125,-88.10,a4f5f591-7988-4761-b96d-5efb627bd420
Ricky Council IV,17,-90.91,9027d4b5-4d3d-4ee2-98cd-3d105aa7044b
Nathan Missia-Dio,9,-92.19,ef69e667-2cb2-4590-bb9e-561480e2abeb
Gabe Madsen,72,-92.80,7e84815b-7663-437b-8751-28d60ef2c65b
Kobe Johnson,88,-97.32,9f123592-d747-4a41-b903-ad6bcb6ac751
Jamal Bieniemy,6,-99.27,5659992f-2487-47ce-83f7-baedce2a090e
Evan Gilyard,19,-104.68,0f656aa8-c62c-4fad-ad9f-3442cdc15e50
Isaiah Roby,84,-107.10,19602b62-cfbe-4d35-81f5-bc244327960e
Jaxson Robinson,31,-110.37,e7e970a3-7025-4ccc-b0f7-271f94238ee5
RJ Melendez,153,-110.48,090cc6af-edb2-4cf8-a374-9b90193c330d
Blaise Threatt,9,-113.77,7bf581f6-845d-4d34-9460-f09f129eb841
Marcus Bagley,19,-114.01,a39bf7f9-11fd-434e-9673-4a184061ad7d
T.J. Warren,27,-115.23,ff401666-89ef-11e6-b554-a45e60e298d3
Jarron Cumberland,34,-116.21,46d86ca8-8056-40c4-8024-2ba83293aa17
Terry Roberts,48,-117.50,6b0963ac-b00e-46cd-94e8-e60dc3238718
Stefan Todorovic,82,-121.99,a0dbe31a-75c6-4777-a920-d506c5633bdf
RayJ Dennis,130,-122.74,5c2a5944-cadb-4619-8b0d-04338c63a470
Deivon Smith,78,-122.79,9ffb6f28-8fa0-4650-bd30-47f8aa7235a2
Jamal Mashburn, Jr.,8,-128.69,e2dcfe4a-9e16-4ab8-8eee-e15ca0db6eb5
James Reese,2,-129.14,26f760b4-f286-403c-ae5b-8c4a2f2810ff
Jayson Kent,149,-130.91,dc854637-bbf4-4710-94b5-8c953db3ce27
Jeremiah Tilmon,75,-131.17,285400dc-29c2-4d6a-83a0-5b87049c14f0
Bobi Klintman,65,-131.24,61c18542-cf37-49c7-b486-337bb809d326
Yanic Konan Niederhauser,54,-131.98,c4c0b9a3-5f7e-4611-977b-e0d73c08a29c
Damari Monsanto,25,-136.82,63a42b38-d8f6-4214-aa03-cb4263b02a9a
Jean-Jacques Boissy,4,-139.87,3cd15c37-c35d-4061-82f8-728bfefd34c9
Kobe Brown,7,-140.96,751e59b1-45ae-45f0-bc03-01f6c87520a5
Kario Oquendo,5,-143.37,1ea004d3-81c8-428e-920e-2fde02ccf379
Kellen Tynes,9,-144.78,83a05254-611e-4587-a927-613bde48b6ba
Jared McCain,7,-146.09,eb79ea6c-b337-448d-ac33-7e92219822ef
Lahat Thioune,25,-147.51,81875c9a-a727-4662-bd59-5ce020b80d6a
Taelon Peter,37,-149.81,c870f7e6-686b-40b6-859c-ced3b397cbd8
Alex Antetokounmpo,59,-152.29,34a56ad4-cc65-4406-9566-ff884e10c7af
Kaden Anderson,29,-153.25,d3403310-4ad2-4ea2-9072-623f9adefc8d
Onno Steger,3,-157.18,f033b782-7e16-4a10-b000-aff290ea4400
Paul Watson,37,-160.90,1aae577a-f08a-437b-81ed-160d66e586b9
Riley Grigsby,21,-161.01,5b7fafbf-2163-4b93-a29d-fc83e9946914
Tidjane Salaun,63,-161.10,abc5b21b-f2eb-40cb-a9e6-6eb5abeafe60
Aminu Mohammed,101,-163.84,6abaacf2-5a3c-4c72-b19c-2a645dd84022
Darius Brown,96,-168.09,b7ae8764-a482-4551-82ac-7a91c8292e4b
Philip Alston,17,-168.55,f05622f9-9133-4b26-8fce-07c056dbcf6c
Ebenezer Dowuona,18,-177.48,d435507a-b78e-4251-8feb-ad8c5d01dcb1
Nathan Mensah,9,-178.19,af5b863f-7d13-40f9-83f9-38f87c76098c
Ray Spalding,8,-179.04,ef25a4fc-8a16-4dd9-a1fa-e236cd842a32
Tyrese Martin,10,-179.85,1d3ff68e-d714-4f70-b952-02cf2252e990
Rayan Rupert,14,-190.49,f99ade9a-ec49-4d41-b7f8-7e1b16c9ed79
Jaden Springer,94,-191.59,8a1c8d1a-13c8-487e-b85e-6b10ecc1d39f
Steve Settle III,85,-192.49,f52af8fd-29ee-4aa7-9c70-e211a5d73a12
Jason Preston,36,-194.23,b609ade3-6177-4d12-8f4d-e717beb97f97
Ahmad Caver,39,-194.69,b37bbd3b-102d-42c2-9bfe-7874d64e9068
Luke Travers,81,-207.58,ef24e628-6674-47d2-8fea-a8ceb61e0fb6
Keon Johnson,45,-208.61,7cfacef2-8c7b-41e7-9df3-4a570a6de468
Jaylen Sims,90,-211.59,4e475993-d453-43ef-a5dc-52e715e3e5db
Wade Taylor IV,59,-212.16,d809ed56-e0c4-48ab-9cb2-e6e94a8c0842
Olivier Sarr,162,-217.25,584a880d-84b9-40fd-876e-852044392606
Payton Sandfort,25,-219.80,54f7a3fd-6e94-4630-9ca3-e05af980008d
Kevin McCullar Jr.,44,-221.19,1ebb0958-b242-4b10-a0cb-cc3182f35814
Gabe Levin,181,-223.61,154a9e91-a046-4e1d-bd25-0fdf6dc87f45
Dajuan Harris,17,-225.36,51b4a0a5-880c-48d7-a342-2b25ec6cc206
Charles Bediako,41,-227.03,40e03646-000c-4ccf-a366-50f9477583e5
Justyn Hamilton,44,-227.41,7be325aa-4951-4bc9-948d-d4177d4cbb1c
Kalib Boone,69,-228.24,57657681-6e1c-4701-8298-93f30846effc
Boo Buie III,66,-232.94,2327ad6b-a87c-4b5c-8dbb-c64690426e98
Isaiah Hawthorne,30,-243.72,e186218b-ea58-4542-af85-ac121949c255
Franco Miller, Jr.,52,-244.02,d681a7cd-c0ad-4497-975c-f750b762a74e
Caleb Houstan,33,-247.76,0ac0ed6b-ebe7-4dcb-b924-c14e31262efc
Lacey James,60,-248.08,04c6579b-6a42-4b88-944b-6cc896241e84
Mouhamadou Gueye,205,-248.24,cc3ddd0b-2be3-4043-a3e9-7ae15f6e1ab0
KJ Jones II,49,-250.88,b34e01c3-fde9-402e-a381-1abc45ea21fb
Felipe Haase,30,-259.21,a03683d7-864f-4a20-ba32-5a8d3263c1fa
Buddy Boeheim,18,-264.64,b19737e4-2806-4548-b14b-2062175fb05e
Seth Maxwell,26,-267.13,12d95e3f-d714-4300-978c-245c9d0f302c
Dennis Smith Jr.,70,-270.04,4a0f330a-e571-48c4-a685-f82c9436c964
Quincy Guerrier,80,-282.47,e7a09800-4dd6-4745-8dc3-2bb848800f9e
Alex Fudge,135,-292.99,1f5a0d41-0c51-4353-9d7a-503196852e33
Augustas Marciulionis,39,-298.78,89ff2dfc-818b-4d2a-beba-efe0422f6d4c
Dereon Seabron,113,-317.31,9cd83bc4-5c2c-4f4d-ba20-8fc69a4cfa8a
Romeo Weems,76,-323.92,9920a386-699e-42ad-90ac-8fb89d78d1f9
Trey Galloway,44,-331.95,8303a10f-1748-43ee-9c4c-59abdffdaf87
TyTy Washington Jr.,72,-336.82,0b1c2f8c-380e-4f07-85b0-3b5ff4650d00
MJ Walker,52,-344.43,2733a0f6-5816-47e9-9972-a4f253f15038
Malcolm Hill,80,-375.20,99f046d4-e2fe-495e-92e9-472b6f6a9c22
Yuki Kawamura,25,-378.30,3d921f8a-1119-4e42-be46-c22ae84d5f58
Tre King,38,-384.24,2928912b-dd61-4f60-aa20-a01d295e03d6
Jermaine Couisnard,16,-388.85,395250e2-3fc7-41ec-b3e5-be2b920a6458
Igor Milicic, Jr.,93,-394.09,96e51137-1852-4b4b-8809-7d07d81b22a8
Tevian Jones,57,-414.19,1d44afa0-7106-441c-b8ed-cc5e216e866b
Sean McNeil,33,-416.63,4f71e857-f644-4dfc-9ae8-65416c90df71
D'Moi Hodge,77,-420.39,4fca8d39-a522-46f0-b222-226b8180e35a
Matthew Murrell,87,-425.81,42aff9d8-9839-4949-ac9d-97663c8eae23
Garrison Brooks,38,-428.75,146c7c56-b7ad-4925-8a9e-93d2c5db55bc
Jack Clark,101,-467.31,baad4031-1f9b-4e88-9ac6-9c40ed79d7f3
Martez Brown,99,-474.97,15a40435-a0cb-41f5-8680-120339364fa1
Mark Armstrong,119,-479.75,3bc6f704-0fda-4f85-a681-a41d1178948b
Kameron Warrens,56,-487.75,14a1175f-1e82-4a12-9edf-f9445dc58270
John Knight III,141,-501.74,534e334e-2adb-4b8c-9614-8552f0dc5f6d
Daniel Batcho,55,-504.55,72e13ad0-9840-41e7-b88f-ab295ef762fb
Liam Robbins,86,-509.75,831eb28e-7713-4fbe-bf6b-dd0e1e20b1f5
Derek Ogbeide,145,-510.31,4f5b0cc7-0740-4ebb-8b37-c464b1f421f3
Jacksen Moni,44,-512.23,b16076ab-b7f1-4f61-b1ce-87471a1be027
Matt Cross,54,-513.92,8b71b1ce-93f8-4cf0-9099-64c91af44202
Ben Saraf,74,-563.31,f92bdf23-732f-412f-9b84-9c088cd9474b
Drew Cisse,128,-569.52,4943e7dd-a830-4c29-bd39-a8b168bf00b9
Dexter Dennis,127,-572.83,b9d78738-9b74-4fdb-9c3f-bce9cb72377a
Kyle Rose,58,-590.49,c7fe17cb-17b0-4fe5-bfde-60cdce624f03
Dink Pate,157,-594.55,dc8f2d40-88ec-44ef-b6ef-09404a5d49cd
Trae Hannibal,27,-602.28,636fef85-a117-4abd-96b9-a45df0f16b53
Zack Austin,65,-641.18,cdb9a6bd-2259-43bc-9209-03da5b72234b
Jordan Hall,43,-716.11,4b98be48-a61f-4372-8f5d-25f914555a83
Viktor Lakhin,63,-753.92,386162d7-b5e6-4aca-9174-cfba1382d491
Andersson Garcia,178,-757.53,9b93509f-b8d1-4066-ba4c-6338fed2a84f
Kessler Edwards,78,-760.41,0dbaa8bb-491d-40b7-ad09-f4605dda699c
Max Shulga,80,-767.56,be819393-353e-4c46-b682-d2ee0d11e736
Kendall Munson,125,-792.09,11a2c3b6-617d-4889-ac4c-dc3821c6375a
James Banks III,112,-832.89,f4a998d1-4507-43b9-91e3-832dde032d54
Kennedy Chandler,154,-856.41,90cef14e-ebcc-4a00-94e1-b06d8ca04701
Abou Ousmane,160,-997.44,585d08a6-4aa1-45ad-81f0-76cb2c579ab1
Jordan Minor,153,-1032.73,ec389395-e86e-494f-ae34-b2b08a74437b
Daishen Nix,267,-1441.62,06212573-e2e8-4bfa-98cd-4484063dead1
